"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Type","Resistance","Tolerance","Voltage Rating","Power(Watts)","Temperature Coefficient"
"C5859215","RC0402FR-0756K2P","YAGEO","8300","100","100","https://www.lcsc.com/product-detail/C5859215.html","0402","Tape & Reel (TR)","Thick Film Resistor","56.2kΩ","±1%","","63mW","±100ppm/℃"
"C185462","RC0402FR-07162KL","YAGEO","8300","100","100","https://www.lcsc.com/product-detail/C185462.html","0402","Tape & Reel (TR)","Thick Film Resistor","162kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185406","RC0402FR-075K62L","YAGEO","8300","100","100","https://www.lcsc.com/product-detail/C185406.html","0402","Tape & Reel (TR)","Thick Film Resistor","5.62kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327335","RC0402FR-07590RL","YAGEO","8200","100","100","https://www.lcsc.com/product-detail/C327335.html","0402","Tape & Reel (TR)","Thick Film Resistor","590Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185343","RC0603FR-072K67L","YAGEO","8200","100","100","https://www.lcsc.com/product-detail/C185343.html","0603","Tape & Reel (TR)","Thick Film Resistor","2.67kΩ","±1%","75V","100mW","±100ppm/℃"
"C482819","RC0603FR-07274RL","YAGEO","8100","100","100","https://www.lcsc.com/product-detail/C482819.html","0603","Tape & Reel (TR)","Thick Film Resistor","274Ω","±1%","75V","100mW","±100ppm/℃"
"C477182","RC0402FR-071M02L","YAGEO","8100","100","100","https://www.lcsc.com/product-detail/C477182.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.02MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185315","RC0603FR-0768K1L","YAGEO","8100","100","100","https://www.lcsc.com/product-detail/C185315.html","0603","Tape & Reel (TR)","Thick Film Resistor","68.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C276268","RC0402FR-07365KL","YAGEO","8000","100","100","https://www.lcsc.com/product-detail/C276268.html","0402","Tape & Reel (TR)","Thick Film Resistor","365kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274891","RC0402FR-07392RL","YAGEO","8000","100","100","https://www.lcsc.com/product-detail/C274891.html","0402","Tape & Reel (TR)","Thick Film Resistor","392Ω","±1%","50V","62.5mW","±100ppm/℃"
"C273769","RC0603FR-0716K5L","YAGEO","8000","100","100","https://www.lcsc.com/product-detail/C273769.html","0603","Tape & Reel (TR)","Thick Film Resistor","16.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C185326","RC0603FR-0747R5L","YAGEO","8000","100","100","https://www.lcsc.com/product-detail/C185326.html","0603","Tape & Reel (TR)","Thick Film Resistor","47.5Ω","±1%","75V","100mW","±100ppm/℃"
"C327361","RC0402FR-07255KL","YAGEO","7900","100","100","https://www.lcsc.com/product-detail/C327361.html","0402","Tape & Reel (TR)","Thick Film Resistor","255kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C294439","RC0402FR-072K37L","YAGEO","7900","100","100","https://www.lcsc.com/product-detail/C294439.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.37kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273709","RC0402FR-071K18L","YAGEO","7900","100","100","https://www.lcsc.com/product-detail/C273709.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.18kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273696","RC0402FR-0752R3L","YAGEO","7900","100","100","https://www.lcsc.com/product-detail/C273696.html","0402","Tape & Reel (TR)","Thick Film Resistor","52.3Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477215","RC0402FR-071M54L","YAGEO","7800","100","100","https://www.lcsc.com/product-detail/C477215.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.54MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137996","RC0402FR-0739K2L","YAGEO","7800","100","100","https://www.lcsc.com/product-detail/C137996.html","0402","Tape & Reel (TR)","Thick Film Resistor","39.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477599","RC0402FR-071M91L","YAGEO","7700","100","100","https://www.lcsc.com/product-detail/C477599.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.91MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C326920","RC0603FR-0784K5L","YAGEO","7700","100","100","https://www.lcsc.com/product-detail/C326920.html","0603","Tape & Reel (TR)","Thick Film Resistor","84.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C137981","RC0402FR-07432RL","YAGEO","7700","100","100","https://www.lcsc.com/product-detail/C137981.html","0402","Tape & Reel (TR)","Thick Film Resistor","432Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477629","RC0402FR-0719K6L","YAGEO","7500","100","100","https://www.lcsc.com/product-detail/C477629.html","0402","Tape & Reel (TR)","Thick Film Resistor","19.6kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163405","RC0805FR-0757K6L","YAGEO","7500","100","100","https://www.lcsc.com/product-detail/C163405.html","0805","Tape & Reel (TR)","Thick Film Resistor","57.6kΩ","±1%","150V","125mW","±100ppm/℃"
"C138064","RC0402FR-07110RL","YAGEO","7500","100","100","https://www.lcsc.com/product-detail/C138064.html","0402","Tape & Reel (TR)","Thick Film Resistor","110Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137709","RC0603FR-074K87L","YAGEO","7500","100","100","https://www.lcsc.com/product-detail/C137709.html","0603","Tape & Reel (TR)","Thick Film Resistor","4.87kΩ","±1%","75V","100mW","±100ppm/℃"
"C273725","RC0402FR-0766R5L","YAGEO","7400","100","100","https://www.lcsc.com/product-detail/C273725.html","0402","Tape & Reel (TR)","Thick Film Resistor","66.5Ω","±1%","50V","62.5mW","±100ppm/℃"
"C327345","RC0402FR-07402KL","YAGEO","7300","100","100","https://www.lcsc.com/product-detail/C327345.html","0402","Tape & Reel (TR)","Thick Film Resistor","402kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C276304","RC0805FR-0737K4L","YAGEO","7300","100","100","https://www.lcsc.com/product-detail/C276304.html","0805","Tape & Reel (TR)","Thick Film Resistor","37.4kΩ","±1%","150V","125mW","±100ppm/℃"
"C163479","RC0402FR-07221KL","YAGEO","7200","100","100","https://www.lcsc.com/product-detail/C163479.html","0402","Tape & Reel (TR)","Thick Film Resistor","221kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137988","RC0402FR-073K92L","YAGEO","7200","100","100","https://www.lcsc.com/product-detail/C137988.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.92kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C112314","RC0603FR-075K11L","YAGEO","7200","100","100","https://www.lcsc.com/product-detail/C112314.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.11kΩ","±1%","75V","100mW","±100ppm/℃"
"C273881","RC0805FR-07348RL","YAGEO","7100","100","100","https://www.lcsc.com/product-detail/C273881.html","0805","Tape & Reel (TR)","Thick Film Resistor","348Ω","±1%","150V","125mW","±100ppm/℃"
"C137554","RC0805FR-072K74L","YAGEO","7100","100","100","https://www.lcsc.com/product-detail/C137554.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.74kΩ","±1%","150V","125mW","±100ppm/℃"
"C327331","RC0402FR-0761K9L","YAGEO","7000","100","100","https://www.lcsc.com/product-detail/C327331.html","0402","Tape & Reel (TR)","Thick Film Resistor","61.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274894","RC0402FR-07549RL","YAGEO","7000","100","100","https://www.lcsc.com/product-detail/C274894.html","0402","Tape & Reel (TR)","Thick Film Resistor","549Ω","±1%","50V","62.5mW","±100ppm/℃"
"C245981","RC0603FR-07576KL","YAGEO","6900","100","100","https://www.lcsc.com/product-detail/C245981.html","0603","Tape & Reel (TR)","Thick Film Resistor","576kΩ","±1%","75V","100mW","±100ppm/℃"
"C477205","RC0402FR-071M37L","YAGEO","6800","100","100","https://www.lcsc.com/product-detail/C477205.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.37MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C245890","RC0402FR-07412RL","YAGEO","6800","100","100","https://www.lcsc.com/product-detail/C245890.html","0402","Tape & Reel (TR)","Thick Film Resistor","412Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185407","RC0402FR-075K36L","YAGEO","6800","100","100","https://www.lcsc.com/product-detail/C185407.html","0402","Tape & Reel (TR)","Thick Film Resistor","5.36kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137781","RC0603FR-071K15L","YAGEO","6800","100","100","https://www.lcsc.com/product-detail/C137781.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.15kΩ","±1%","75V","100mW","±100ppm/℃"
"C327337","RC0402FR-07536KL","YAGEO","6700","100","100","https://www.lcsc.com/product-detail/C327337.html","0402","Tape & Reel (TR)","Thick Film Resistor","536kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477669","RC0402FR-07205KL","YAGEO","6600","100","100","https://www.lcsc.com/product-detail/C477669.html","0402","Tape & Reel (TR)","Thick Film Resistor","205kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185418","RC0402FR-073K48L","YAGEO","6600","100","100","https://www.lcsc.com/product-detail/C185418.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.48kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137665","RC0603FR-079K76L","YAGEO","6600","100","100","https://www.lcsc.com/product-detail/C137665.html","0603","Tape & Reel (TR)","Thick Film Resistor","9.76kΩ","±1%","75V","100mW","±100ppm/℃"
"C295879","RC0402FR-07562RL","YAGEO","6500","100","100","https://www.lcsc.com/product-detail/C295879.html","0402","Tape & Reel (TR)","Thick Film Resistor","562Ω","±1%","50V","62.5mW","±100ppm/℃"
"C138024","RC0402FR-0725R5L","YAGEO","6500","100","100","https://www.lcsc.com/product-detail/C138024.html","0402","Tape & Reel (TR)","Thick Film Resistor","25.5Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137795","RC0603FR-0714KL","YAGEO","6500","100","100","https://www.lcsc.com/product-detail/C137795.html","0603","Tape & Reel (TR)","Thick Film Resistor","14kΩ","±1%","75V","100mW","±100ppm/℃"
"C163473","RC0402FR-072K1L","YAGEO","6400","100","100","https://www.lcsc.com/product-detail/C163473.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.1kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138023","RC0402FR-0726K7L","YAGEO","6400","100","100","https://www.lcsc.com/product-detail/C138023.html","0402","Tape & Reel (TR)","Thick Film Resistor","26.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185337","RC0603FR-07340KL","YAGEO","6300","100","100","https://www.lcsc.com/product-detail/C185337.html","0603","Tape & Reel (TR)","Thick Film Resistor","340kΩ","±1%","75V","100mW","±100ppm/℃"
"C137544","RC0805FR-07332KL","YAGEO","6300","100","100","https://www.lcsc.com/product-detail/C137544.html","0805","Tape & Reel (TR)","Thick Film Resistor","332kΩ","±1%","150V","125mW","±100ppm/℃"
"C273759","RC0603FR-0740R2L","YAGEO","6200","100","100","https://www.lcsc.com/product-detail/C273759.html","0603","Tape & Reel (TR)","Thick Film Resistor","40.2Ω","±1%","75V","100mW","±100ppm/℃"
"C185426","RC0402FR-07324KL","YAGEO","6200","100","100","https://www.lcsc.com/product-detail/C185426.html","0402","Tape & Reel (TR)","Thick Film Resistor","324kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477741","RC0402FR-07464RL","YAGEO","6100","100","100","https://www.lcsc.com/product-detail/C477741.html","0402","Tape & Reel (TR)","Thick Film Resistor","464Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185452","RC0402FR-071K69L","YAGEO","6000","100","100","https://www.lcsc.com/product-detail/C185452.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.69kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163486","RC0402FR-07187KL","YAGEO","6000","100","100","https://www.lcsc.com/product-detail/C163486.html","0402","Tape & Reel (TR)","Thick Film Resistor","187kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137764","RC0603FR-07243KL","YAGEO","6000","100","100","https://www.lcsc.com/product-detail/C137764.html","0603","Tape & Reel (TR)","Thick Film Resistor","243kΩ","±1%","75V","100mW","±100ppm/℃"
"C327341","RC0402FR-07487RL","YAGEO","5900","100","100","https://www.lcsc.com/product-detail/C327341.html","0402","Tape & Reel (TR)","Thick Film Resistor","487Ω","±1%","50V","62.5mW","±100ppm/℃"
"C163480","RC0402FR-071M82L","YAGEO","5900","100","100","https://www.lcsc.com/product-detail/C163480.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.82MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C6164249","RC0402FR-0712K4P","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C6164249.html","0402","Tape & Reel (TR)","Thick Film Resistor","12.4kΩ","±1%","","63mW","±100ppm/℃"
"C274351","RC0402FR-0718K2L","YAGEO","5800","100","100","https://www.lcsc.com/product-detail/C274351.html","0402","Tape & Reel (TR)","Thick Film Resistor","18.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C246034","RC0805FR-074K02L","YAGEO","5800","100","100","https://www.lcsc.com/product-detail/C246034.html","0805","Tape & Reel (TR)","Thick Film Resistor","4.02kΩ","±1%","150V","125mW","±100ppm/℃"
"C185434","RC0402FR-07280KL","YAGEO","5800","100","100","https://www.lcsc.com/product-detail/C185434.html","0402","Tape & Reel (TR)","Thick Film Resistor","280kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137711","RC0603FR-074K64L","YAGEO","5800","100","100","https://www.lcsc.com/product-detail/C137711.html","0603","Tape & Reel (TR)","Thick Film Resistor","4.64kΩ","±1%","75V","100mW","±100ppm/℃"
"C482904","RC0603FR-0761R9L","YAGEO","5700","100","100","https://www.lcsc.com/product-detail/C482904.html","0603","Tape & Reel (TR)","Thick Film Resistor","61.9Ω","±1%","75V","100mW","±100ppm/℃"
"C273778","RC0603FR-073K48L","YAGEO","5700","100","100","https://www.lcsc.com/product-detail/C273778.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.48kΩ","±1%","75V","100mW","±100ppm/℃"
"C273735","RC0402FR-07536RL","YAGEO","5700","100","100","https://www.lcsc.com/product-detail/C273735.html","0402","Tape & Reel (TR)","Thick Film Resistor","536Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185456","RC0402FR-07191RL","YAGEO","5600","100","100","https://www.lcsc.com/product-detail/C185456.html","0402","Tape & Reel (TR)","Thick Film Resistor","191Ω","±1%","50V","62.5mW","±100ppm/℃"
"C155690","RC0603FR-0718K7L","YAGEO","5500","100","100","https://www.lcsc.com/product-detail/C155690.html","0603","Tape & Reel (TR)","Thick Film Resistor","18.7kΩ","±1%","75V","100mW","±100ppm/℃"
"C137546","RC0805FR-07301KL","YAGEO","5500","100","100","https://www.lcsc.com/product-detail/C137546.html","0805","Tape & Reel (TR)","Thick Film Resistor","301kΩ","±1%","150V","125mW","±100ppm/℃"
"C185365","RC0603FR-0717K4L","YAGEO","5400","100","100","https://www.lcsc.com/product-detail/C185365.html","0603","Tape & Reel (TR)","Thick Film Resistor","17.4kΩ","±1%","75V","100mW","±100ppm/℃"
"C137717","RC0603FR-07475KL","YAGEO","5400","100","100","https://www.lcsc.com/product-detail/C137717.html","0603","Tape & Reel (TR)","Thick Film Resistor","475kΩ","±1%","75V","100mW","±100ppm/℃"
"C309542","RC0402FR-07232KL","YAGEO","5300","100","100","https://www.lcsc.com/product-detail/C309542.html","0402","Tape & Reel (TR)","Thick Film Resistor","232kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C246015","RC0603FR-07887KL","YAGEO","5300","100","100","https://www.lcsc.com/product-detail/C246015.html","0603","Tape & Reel (TR)","Thick Film Resistor","887kΩ","±1%","75V","100mW","±100ppm/℃"
"C245910","RC0603FR-07140RL","YAGEO","5300","100","100","https://www.lcsc.com/product-detail/C245910.html","0603","Tape & Reel (TR)","Thick Film Resistor","140Ω","±1%","75V","100mW","±100ppm/℃"
"C138014","RC0402FR-072ML","YAGEO","5300","100","100","https://www.lcsc.com/product-detail/C138014.html","0402","Tape & Reel (TR)","Thick Film Resistor","2MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273777","RC0603FR-0728KL","YAGEO","5200","100","100","https://www.lcsc.com/product-detail/C273777.html","0603","Tape & Reel (TR)","Thick Film Resistor","28kΩ","±1%","75V","100mW","±100ppm/℃"
"C185412","RC0402FR-0746K4L","YAGEO","5200","100","100","https://www.lcsc.com/product-detail/C185412.html","0402","Tape & Reel (TR)","Thick Film Resistor","46.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C165741","RC0603FR-07604RL","YAGEO","5200","100","100","https://www.lcsc.com/product-detail/C165741.html","0603","Tape & Reel (TR)","Thick Film Resistor","604Ω","±1%","75V","100mW","±100ppm/℃"
"C273747","RC0603FR-07165KL","YAGEO","5100","100","100","https://www.lcsc.com/product-detail/C273747.html","0603","Tape & Reel (TR)","Thick Film Resistor","165kΩ","±1%","75V","100mW","±100ppm/℃"
"C163449","RC0402FR-079K76L","YAGEO","5100","100","100","https://www.lcsc.com/product-detail/C163449.html","0402","Tape & Reel (TR)","Thick Film Resistor","9.76kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137989","RC0402FR-073K74L","YAGEO","5100","100","100","https://www.lcsc.com/product-detail/C137989.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.74kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C483249","RC0805FR-07866RL","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C483249.html","0805","Tape & Reel (TR)","Thick Film Resistor","866Ω","±1%","150V","125mW","±100ppm/℃"
"C483157","RC0805FR-0743R2L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C483157.html","0805","Tape & Reel (TR)","Thick Film Resistor","43.2Ω","±1%","150V","125mW","±100ppm/℃"
"C482991","RC0805FR-071M91L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C482991.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.91MΩ","±1%","150V","125mW","±100ppm/℃"
"C276296","RC0805FR-07133KL","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C276296.html","0805","Tape & Reel (TR)","Thick Film Resistor","133kΩ","±1%","150V","125mW","±100ppm/℃"
"C276290","RC0603FR-0724K3L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C276290.html","0603","Tape & Reel (TR)","Thick Film Resistor","24.3kΩ","±1%","75V","100mW","±100ppm/℃"
"C274002","RC0805FR-073K09L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C274002.html","0805","Tape & Reel (TR)","Thick Film Resistor","3.09kΩ","±1%","150V","125mW","±100ppm/℃"
"C273913","RC0805FR-07619RL","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C273913.html","0805","Tape & Reel (TR)","Thick Film Resistor","619Ω","±1%","150V","125mW","±100ppm/℃"
"C273841","RC0805FR-0714K7L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C273841.html","0805","Tape & Reel (TR)","Thick Film Resistor","14.7kΩ","±1%","150V","125mW","±100ppm/℃"
"C273789","RC0603FR-0720K5L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C273789.html","0603","Tape & Reel (TR)","Thick Film Resistor","20.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C137566","RC0805FR-0722K6L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C137566.html","0805","Tape & Reel (TR)","Thick Film Resistor","22.6kΩ","±1%","150V","125mW","±100ppm/℃"
"C137555","RC0805FR-072K43L","YAGEO","5000","100","100","https://www.lcsc.com/product-detail/C137555.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.43kΩ","±1%","150V","125mW","±100ppm/℃"
"C114525","RC0805FR-0710ML","YAGEO","4950","50","50","https://www.lcsc.com/product-detail/C114525.html","0805","Tape & Reel (TR)","Thick Film Resistor","10MΩ","±1%","150V","125mW","±100ppm/℃"
"C483094","RC0805FR-073K32L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C483094.html","0805","Tape & Reel (TR)","Thick Film Resistor","3.32kΩ","±1%","150V","125mW","±100ppm/℃"
"C482847","RC0603FR-07301RL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C482847.html","0603","Tape & Reel (TR)","Thick Film Resistor","301Ω","±1%","75V","100mW","±100ppm/℃"
"C477809","RC0402FR-0788R7L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C477809.html","0402","Tape & Reel (TR)","Thick Film Resistor","88.7Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477681","RC0402FR-0728RL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C477681.html","0402","Tape & Reel (TR)","Thick Film Resistor","28Ω","±1%","50V","62.5mW","±100ppm/℃"
"C295887","RC0603FR-07255KL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C295887.html","0603","Tape & Reel (TR)","Thick Film Resistor","255kΩ","±1%","75V","100mW","±100ppm/℃"
"C273871","RC0805FR-07255KL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C273871.html","0805","Tape & Reel (TR)","Thick Film Resistor","255kΩ","±1%","150V","125mW","±100ppm/℃"
"C273328","RC0402FR-0771K5L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C273328.html","0402","Tape & Reel (TR)","Thick Film Resistor","71.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C245930","RC0603FR-071K27L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C245930.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.27kΩ","±1%","75V","100mW","±100ppm/℃"
"C188252","RC0603FR-073K92L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C188252.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.92kΩ","±1%","75V","100mW","±100ppm/℃"
"C185358","RC0603FR-071K54L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C185358.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.54kΩ","±1%","75V","100mW","±100ppm/℃"
"C185336","RC0603FR-07365KL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C185336.html","0603","Tape & Reel (TR)","Thick Film Resistor","365kΩ","±1%","75V","100mW","±100ppm/℃"
"C137775","RC0603FR-071K78L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C137775.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.78kΩ","±1%","75V","100mW","±100ppm/℃"
"C137757","RC0603FR-07255RL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C137757.html","0603","Tape & Reel (TR)","Thick Film Resistor","255Ω","±1%","75V","100mW","±100ppm/℃"
"C137668","RC0603FR-07953RL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C137668.html","0603","Tape & Reel (TR)","Thick Film Resistor","953Ω","±1%","75V","100mW","±100ppm/℃"
"C137557","RC0805FR-072K21L","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C137557.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.21kΩ","±1%","150V","125mW","±100ppm/℃"
"C137522","RC0805FR-07464KL","YAGEO","4900","100","100","https://www.lcsc.com/product-detail/C137522.html","0805","Tape & Reel (TR)","Thick Film Resistor","464kΩ","±1%","150V","125mW","±100ppm/℃"
"C141682","RC0603FR-078K66L","YAGEO","4850","50","50","https://www.lcsc.com/product-detail/C141682.html","0603","Tape & Reel (TR)","Thick Film Resistor","8.66kΩ","±1%","75V","100mW","±100ppm/℃"
"C482962","RC0805FR-071K43L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C482962.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.43kΩ","±1%","150V","125mW","±100ppm/℃"
"C482838","RC0603FR-073M74L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C482838.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.74MΩ","±1%","75V","100mW","±100ppm/℃"
"C482634","RC0603FR-071K47L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C482634.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.47kΩ","±1%","75V","100mW","±100ppm/℃"
"C327371","RC0402FR-0714R3L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C327371.html","0402","Tape & Reel (TR)","Thick Film Resistor","14.3Ω","±1%","50V","62.5mW","±100ppm/℃"
"C327368","RC0402FR-07165KL","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C327368.html","0402","Tape & Reel (TR)","Thick Film Resistor","165kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273905","RC0805FR-079K31L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C273905.html","0805","Tape & Reel (TR)","Thick Film Resistor","9.31kΩ","±1%","150V","125mW","±100ppm/℃"
"C245942","RC0603FR-0725R5L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C245942.html","0603","Tape & Reel (TR)","Thick Film Resistor","25.5Ω","±1%","75V","100mW","±100ppm/℃"
"C137680","RC0603FR-077K87L","YAGEO","4800","100","100","https://www.lcsc.com/product-detail/C137680.html","0603","Tape & Reel (TR)","Thick Film Resistor","7.87kΩ","±1%","75V","100mW","±100ppm/℃"
"C273860","RC0805FR-07205KL","YAGEO","4750","50","50","https://www.lcsc.com/product-detail/C273860.html","0805","Tape & Reel (TR)","Thick Film Resistor","205kΩ","±1%","150V","125mW","±100ppm/℃"
"C483018","RC0805FR-0716R9L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C483018.html","0805","Tape & Reel (TR)","Thick Film Resistor","16.9Ω","±1%","150V","125mW","±100ppm/℃"
"C482951","RC0805FR-071M21L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C482951.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.21MΩ","±1%","150V","125mW","±100ppm/℃"
"C295872","RC0402FR-07115RL","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C295872.html","0402","Tape & Reel (TR)","Thick Film Resistor","115Ω","±1%","50V","62.5mW","±100ppm/℃"
"C273962","RC0805FR-071K82L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C273962.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.82kΩ","±1%","150V","125mW","±100ppm/℃"
"C273897","RC0805FR-0760R4L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C273897.html","0805","Tape & Reel (TR)","Thick Film Resistor","60.4Ω","±1%","150V","125mW","±100ppm/℃"
"C273853","RC0805FR-0717K4L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C273853.html","0805","Tape & Reel (TR)","Thick Film Resistor","17.4kΩ","±1%","150V","125mW","±100ppm/℃"
"C273848","RC0805FR-07121KL","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C273848.html","0805","Tape & Reel (TR)","Thick Film Resistor","121kΩ","±1%","150V","125mW","±100ppm/℃"
"C273804","RC0805FR-073K01L","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C273804.html","0805","Tape & Reel (TR)","Thick Film Resistor","3.01kΩ","±1%","150V","125mW","±100ppm/℃"
"C188254","RC0402FR-07102KL","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C188254.html","0402","Tape & Reel (TR)","Thick Film Resistor","102kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185427","RC0402FR-07316KL","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C185427.html","0402","Tape & Reel (TR)","Thick Film Resistor","316kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137701","RC0603FR-07536KL","YAGEO","4700","100","100","https://www.lcsc.com/product-detail/C137701.html","0603","Tape & Reel (TR)","Thick Film Resistor","536kΩ","±1%","75V","100mW","±100ppm/℃"
